 ,PLAYER,TEAM,AGE,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,USG%,PACE,PIE,POSS
207,Cody Zeller,NOP,31,30,16,14,8.6,115.3,108.0,7.4,14.7,2.82,29.2,12.4,16.7,14.6,10.4,39.8,46.4,11.6,102.39,6.6,554
207,Dalano Banton,BOS,24,20,16,4,7.2,104.9,106.9,-1.9,11.8,1.22,15.7,7.3,13.4,10.2,12.9,45.2,52.1,16.3,102.00,6.9,304
207,Day'Ron Sharpe,BKN,22,37,16,21,16.0,115.8,108.1,7.7,12.6,1.43,16.6,16.5,24.1,20.3,11.6,57.8,59.8,18.2,100.42,13.7,1238
207,Dennis Schroder,TOR,30,43,16,27,31.2,115.8,115.1,0.7,27.1,4.22,31.7,1.3,7.1,4.2,7.5,52.4,56.7,18.6,100.26,9.5,2807
207,Dillon Brooks,HOU,27,32,16,16,31.2,113.1,111.8,1.3,7.1,0.98,10.6,2.3,8.2,5.3,10.8,55.5,58.6,18.0,98.54,6.2,2042
207,Dorian Finney-Smith,BKN,30,38,16,22,28.5,112.2,114.5,-2.3,6.2,1.71,12.3,5.9,10.0,7.9,7.2,54.9,55.7,13.3,98.96,6.3,2223
207,Gary Harris,ORL,29,27,16,11,22.8,114.6,110.3,4.3,10.9,3.57,21.8,2.2,5.4,3.8,6.1,54.5,57.3,12.2,100.55,6.1,1291
207,Jaden Springer,PHI,21,24,16,8,9.9,106.1,113.2,-7.1,14.4,1.22,17.5,7.3,6.7,7.0,14.3,38.3,42.4,18.2,100.22,3.0,492
207,Jordan Clarkson,UTA,31,34,16,18,30.3,114.1,116.7,-2.6,26.0,1.78,20.4,3.5,8.7,6.1,11.5,47.9,53.1,26.9,101.23,10.3,2177
207,Jose Alvarado,NOP,25,26,16,10,16.5,115.0,103.7,11.3,16.3,2.40,20.2,2.7,9.3,6.1,8.4,51.3,53.1,18.4,100.29,8.6,887
207,Max Christie,LAL,20,33,16,17,17.5,107.9,109.0,-1.1,8.0,1.35,15.8,1.6,13.6,8.0,11.8,50.3,53.0,13.6,103.89,5.9,1251
207,Mo Bamba,PHI,25,24,16,8,8.9,110.8,106.2,4.6,9.3,0.87,12.1,13.6,17.3,15.4,14.0,62.0,63.6,17.9,99.80,13.4,443
207,Moses Moody,GSW,21,34,16,18,18.0,110.7,111.1,-0.4,6.9,1.17,9.4,5.6,10.6,8.0,8.1,56.8,60.1,17.8,101.43,9.6,1291
207,Sasha Vezenkov,SAC,28,32,16,16,12.9,111.6,113.7,-2.0,4.7,1.27,7.7,6.8,13.2,9.9,6.0,55.8,56.5,17.0,102.60,8.6,877
207,Scottie Barnes,TOR,22,43,16,27,35.0,112.5,116.0,-3.5,23.8,2.16,22.1,6.2,17.5,11.7,10.2,54.5,57.4,23.9,101.19,13.2,3169
207,Spencer Dinwiddie,BKN,30,39,16,23,30.8,115.4,116.2,-0.8,27.4,4.09,30.3,1.7,9.5,5.5,7.4,48.4,53.7,19.2,99.00,9.7,2473
207,Trae Young,ATL,25,39,16,23,36.3,115.3,117.9,-2.6,44.4,2.51,28.2,1.3,6.8,3.9,11.3,50.6,57.8,30.0,104.80,13.7,3088
225,Andrew Wiggins,GSW,28,36,15,21,26.3,113.0,122.1,-9.1,8.2,1.04,9.9,6.4,8.9,7.6,9.5,46.5,49.5,21.1,100.25,5.5,1979
225,Caleb Houstan,ORL,21,33,15,18,16.0,111.6,113.6,-2.0,5.8,1.83,11.9,3.8,7.1,5.4,6.5,53.4,55.6,13.1,97.42,4.9,1075
225,Caleb Martin,MIA,28,25,15,10,26.6,115.3,114.1,1.2,12.1,1.81,16.9,4.7,14.1,9.4,9.4,50.9,53.5,17.9,97.58,8.2,1345
225,Dalen Terry,CHI,21,28,15,13,10.1,111.2,107.3,3.9,14.9,2.06,28.4,3.5,13.4,8.5,13.8,43.0,48.6,12.2,98.58,5.5,582
225,Gary Trent Jr.,TOR,25,38,15,23,25.9,115.8,117.5,-1.7,8.1,2.46,12.2,1.0,7.5,4.2,5.0,54.0,55.0,18.2,100.01,6.9,2048
225,Jakob Poeltl,TOR,28,36,15,21,26.5,112.6,113.6,-1.0,12.6,1.56,20.8,10.5,21.0,15.8,13.3,68.5,67.5,15.0,100.48,11.4,2001
225,Jimmy Butler,MIA,34,27,15,12,33.8,118.0,112.4,5.6,20.9,2.49,19.2,6.1,9.1,7.7,7.7,50.9,61.4,24.5,97.64,14.1,1854
225,Jonathan Isaac,ORL,26,25,15,10,13.5,112.3,101.1,11.2,4.7,0.92,7.0,8.1,19.9,14.2,7.6,51.3,56.0,17.9,100.83,13.6,705
225,Justin Holiday,DEN,34,25,15,10,13.0,118.3,110.6,7.6,9.2,4.17,25.5,1.2,8.1,4.6,6.1,64.9,64.9,9.3,100.93,6.1,684
225,Kyrie Irving,DAL,31,26,15,11,33.2,120.0,116.4,3.6,25.2,3.26,19.0,2.3,12.3,7.3,5.9,54.6,58.7,28.7,101.18,15.0,1818
225,Pascal Siakam,IND,29,40,15,25,34.7,116.1,115.1,1.0,20.8,2.30,19.2,3.8,14.2,9.0,8.3,56.1,60.0,24.7,100.50,12.7,2906
225,Trey Lyles,SAC,28,27,15,12,20.5,121.0,112.9,8.1,8.1,2.25,17.4,4.6,18.4,11.7,7.7,58.8,59.9,12.8,101.75,8.1,1170
225,Ziaire Williams,MEM,22,40,15,25,18.8,102.2,114.1,-12.0,11.5,1.08,13.1,3.3,13.9,8.3,12.1,47.2,50.9,19.5,101.22,7.1,1581
238,Bismack Biyombo,MEM,31,30,14,16,23.9,111.3,115.3,-4.0,9.2,1.34,22.3,7.8,18.1,13.0,16.6,56.3,56.0,10.5,98.90,6.6,1478
238,Brandin Podziemski,GSW,20,34,14,20,24.4,117.8,114.3,3.5,17.9,2.64,25.5,5.8,15.8,10.7,9.7,54.1,54.9,15.9,100.03,9.7,1729
238,Chris Boucher,TOR,31,40,14,26,14.2,116.2,113.1,3.1,3.9,0.89,7.0,7.8,20.0,13.8,7.8,54.5,58.9,16.6,99.39,9.5,1173
238,Desmond Bane,MEM,25,37,14,23,34.5,108.4,114.6,-6.2,26.5,1.98,18.8,2.5,10.4,6.3,9.5,56.3,59.7,27.6,100.30,13.4,2677
238,Jalen Johnson,ATL,22,28,14,14,32.1,112.0,114.5,-2.6,14.1,1.43,18.3,3.4,21.5,12.2,12.8,61.5,63.8,17.4,104.56,12.1,1955
238,Jaren Jackson Jr.,MEM,24,40,14,26,31.5,106.3,112.2,-5.9,10.3,0.94,8.1,3.8,13.7,8.6,8.6,51.1,57.4,27.9,100.86,11.8,2646
238,Larry Nance Jr.,NOP,31,26,14,12,17.6,110.7,104.9,5.8,9.6,1.41,18.8,7.7,19.9,13.9,13.3,64.6,67.2,12.3,101.64,12.1,964
238,Nassir Little,PHX,23,25,14,11,14.7,105.2,114.2,-9.1,6.6,1.33,12.4,3.7,11.8,7.8,9.3,57.0,60.4,12.7,100.64,7.7,771
238,Rui Hachimura,LAL,25,29,14,15,22.9,111.9,108.6,3.3,6.5,1.36,8.8,3.5,11.1,7.5,6.5,53.4,56.3,19.6,102.22,8.8,1418
238,Santi Aldama,MEM,23,32,14,18,23.2,105.4,110.5,-5.1,11.6,1.50,13.6,4.6,18.2,11.2,9.1,51.7,53.1,19.3,99.86,10.6,1549
238,Svi Mykhailiuk,BOS,26,19,14,5,7.9,105.4,108.0,-2.6,5.9,1.00,9.1,3.1,7.2,5.2,9.1,39.2,40.1,16.4,100.33,2.4,313
249,Cameron Johnson,BKN,27,33,13,20,28.6,113.0,114.4,-1.4,13.1,2.77,16.2,3.7,12.0,7.6,5.8,56.4,57.8,19.1,98.74,9.5,1949
249,Jericho Sims,NYK,25,19,13,6,6.2,101.2,116.5,-15.3,3.6,1.00,13.6,5.0,14.5,10.1,13.6,66.7,66.9,7.1,99.71,5.6,245
249,Lamar Stevens,BOS,26,16,13,3,6.4,97.3,105.9,-8.5,10.3,0.86,11.8,6.6,13.2,9.8,13.7,47.1,50.6,17.5,103.96,8.0,223
249,Neemias Queta,BOS,24,15,13,2,13.5,124.9,114.7,10.2,4.6,1.17,9.3,15.0,20.0,17.5,8.0,55.6,59.8,13.9,98.02,9.1,413
249,Thomas Bryant,MIA,26,22,13,9,10.8,109.6,112.4,-2.8,8.2,0.87,11.8,9.5,20.9,15.3,13.6,56.2,60.5,17.6,100.61,10.2,492
249,Trayce Jackson-Davis,GSW,23,30,13,17,14.4,117.8,114.4,3.5,9.8,1.35,15.1,11.1,16.8,14.0,11.2,68.8,69.0,16.3,101.23,12.0,914
249,Yuta Watanabe,PHX,29,25,13,12,14.6,110.6,114.6,-4.0,3.8,0.67,8.1,2.9,8.2,5.6,12.1,46.2,48.2,13.0,99.91,2.6,762
256,Cam Thomas,BKN,22,32,12,20,28.6,112.1,118.3,-6.2,12.6,1.47,9.8,0.8,7.9,4.2,6.7,49.3,53.6,29.8,101.38,9.3,1943
256,Damian Jones,CLE,28,17,12,5,5.5,93.1,111.3,-18.2,6.8,0.80,13.3,4.1,14.6,9.1,16.7,52.5,53.9,11.9,95.56,6.0,188
256,David Roddy,MEM,22,39,12,27,22.4,105.9,113.7,-7.8,8.9,1.43,13.3,3.8,12.7,8.1,9.3,48.1,50.4,16.8,100.93,6.8,1842
256,DeAndre Jordan,DEN,35,19,12,7,12.9,107.8,113.3,-5.5,10.6,1.06,16.4,12.3,23.7,18.1,15.5,64.3,61.1,15.8,98.31,10.7,499
256,Evan Mobley,CLE,22,21,12,9,33.6,108.9,106.7,2.2,12.9,1.27,15.8,8.0,20.8,14.7,12.4,57.4,60.5,19.4,101.19,13.7,1486
256,Garrison Mathews,ATL,27,28,12,16,12.4,112.6,115.5,-2.9,5.6,1.25,15.5,2.0,8.6,5.2,12.4,70.3,68.8,10.0,102.46,4.1,736
256,Jerami Grant,POR,29,36,12,24,33.9,105.9,118.1,-12.2,12.4,1.16,10.4,1.9,8.8,5.2,9.0,52.8,57.6,25.8,99.24,10.1,2530
256,Jordan McLaughlin,MIN,27,21,12,9,8.5,100.0,98.2,1.8,28.8,6.00,38.7,3.3,7.4,5.4,6.5,50.0,50.4,13.3,104.08,10.9,388
256,Malcolm Brogdon,POR,31,32,12,20,27.2,110.0,114.6,-4.5,30.4,3.93,25.7,2.2,10.6,6.3,6.5,52.3,55.9,22.8,99.92,12.6,1815
256,Mitchell Robinson,NYK,25,21,12,9,29.2,116.6,113.7,2.9,3.3,0.71,9.9,16.9,17.9,17.4,13.8,59.2,56.7,9.3,97.24,8.9,1241
256,Nic Claxton,BKN,24,31,12,19,29.0,109.9,115.0,-5.1,9.0,1.51,13.7,9.8,23.8,16.6,9.1,64.3,64.5,15.7,99.74,13.3,1853
256,Olivier-Maxence Prosper,DAL,21,23,12,11,9.3,104.9,111.8,-6.9,12.1,4.75,19.2,5.9,16.2,10.7,4.0,41.3,47.4,14.7,105.31,7.7,473
256,Omer Yurtseven,UTA,25,24,12,12,10.7,103.1,115.3,-12.2,7.8,0.59,11.3,12.3,26.0,18.8,19.1,52.0,52.9,16.1,101.66,8.7,545
256,Ousmane Dieng,OKC,20,22,12,10,11.3,108.9,110.8,-1.9,11.0,1.90,17.0,3.4,12.1,7.8,8.9,52.6,55.2,15.8,99.63,7.2,518
256,Tari Eason,HOU,22,22,12,10,21.8,112.6,103.1,9.4,8.7,1.35,10.8,8.8,20.3,14.5,8.0,51.3,52.8,18.8,101.43,13.1,1011
256,Toumani Camara,POR,23,40,12,28,24.8,106.6,114.5,-7.9,5.5,0.79,10.5,7.0,12.4,9.5,13.2,47.6,50.3,13.4,100.14,5.0,2063
256,Tyler Herro,MIA,24,23,12,11,34.1,112.2,112.5,-0.3,20.7,1.70,15.7,1.8,14.7,8.3,9.2,52.5,55.2,28.2,99.82,12.2,1628
273,Darius Garland,CLE,23,20,11,9,34.0,112.7,108.6,4.1,26.5,1.55,21.3,1.8,6.1,4.0,13.7,52.6,57.3,27.1,100.15,11.7,1419
273,De'Andre Hunter,ATL,26,24,11,13,30.3,117.6,119.8,-2.2,6.1,0.89,9.0,2.0,11.7,6.6,10.1,54.7,60.1,18.4,103.56,7.1,1564
273,Dennis Smith Jr.,BKN,26,26,11,15,19.7,111.3,110.7,0.6,29.4,3.76,33.4,4.6,11.5,8.0,8.9,46.3,49.7,17.7,100.04,9.6,1058
273,Jabari Walker,POR,21,37,11,26,20.4,111.3,115.4,-4.1,6.4,0.97,9.9,7.9,21.5,14.2,10.1,52.6,57.8,16.2,99.80,10.0,1569
273,Jock Landale,HOU,28,23,11,12,8.9,106.5,103.8,2.7,7.1,1.38,14.7,9.5,8.7,9.1,10.7,37.3,41.5,12.2,104.40,4.6,444
273,Lindy Waters III,OKC,26,15,11,4,7.6,112.8,107.4,5.3,12.3,5.00,20.0,0.9,9.0,5.1,4.0,61.8,61.8,15.3,98.27,7.2,235
273,Lonnie Walker IV,BKN,25,23,11,12,19.1,118.9,113.4,5.6,11.2,1.17,11.5,0.9,10.9,6.0,9.8,61.8,63.5,24.4,101.39,11.6,940
273,Matisse Thybulle,POR,26,39,11,28,22.8,107.3,115.4,-8.1,6.5,2.15,17.1,1.7,7.1,4.3,8.0,56.1,57.4,9.8,100.86,6.1,1877
273,Ryan Arcidiacono,NYK,29,16,11,5,2.3,83.1,83.1,0.0,16.0,0.00,44.4,0.0,15.6,8.0,0.0,0.0,0.0,5.6,101.56,2.6,77
273,Scoot Henderson,POR,19,32,11,21,27.5,105.9,119.3,-13.4,27.6,1.47,22.2,3.0,8.2,5.4,15.1,41.6,45.8,25.3,100.25,5.0,1833
273,Thanasis Antetokounmpo,MIL,31,17,11,6,4.3,109.9,111.9,-2.0,15.3,1.13,29.0,6.7,4.8,5.6,25.8,50.0,50.0,12.4,104.33,1.1,161
273,Tre Mann,OKC,22,13,11,2,9.2,104.5,108.3,-3.8,25.3,2.22,29.0,3.5,16.1,10.1,13.0,60.0,60.6,18.2,98.06,12.3,246
273,Trendon Watford,BKN,23,30,11,19,12.2,117.6,111.3,6.4,17.8,2.00,22.2,7.3,15.4,11.4,11.1,57.6,60.8,18.8,99.49,11.1,760
273,Trey Murphy III,NOP,23,19,11,8,25.6,116.8,105.0,11.8,11.4,3.45,15.0,1.6,11.7,6.8,4.3,56.7,60.2,18.8,100.21,11.1,1018
273,Vince Williams Jr.,MEM,23,32,11,21,23.6,109.6,110.0,-0.3,12.4,1.89,22.3,4.9,16.9,10.7,11.8,52.0,57.4,13.1,100.37,8.5,1579
273,Xavier Tillman,MEM,25,29,11,18,20.7,102.8,109.8,-7.0,12.8,1.85,17.9,7.4,15.2,11.1,9.7,44.1,44.2,15.8,101.31,7.7,1268
289,A.J. Lawson,DAL,23,19,10,9,10.0,115.6,104.5,11.1,7.0,1.11,11.0,4.1,7.5,5.8,9.9,55.3,57.9,16.5,107.30,7.7,423
289,Ben Sheppard,IND,22,20,10,10,8.6,114.4,116.7,-2.3,8.6,13.00,17.8,2.1,9.4,5.3,1.4,47.2,49.7,13.6,108.31,4.5,389
289,Bradley Beal,PHX,30,17,10,7,31.7,115.4,113.8,1.5,19.2,1.84,19.0,2.5,10.6,6.7,10.3,56.3,58.9,23.1,100.24,10.0,1126
289,Chuma Okeke,ORL,25,25,10,15,13.3,103.7,106.8,-3.1,8.0,1.55,14.8,4.8,14.7,9.6,9.6,53.5,53.3,12.5,97.92,8.4,677
289,Collin Gillespie,DEN,24,14,10,4,6.9,113.1,117.3,-4.3,11.8,1.80,22.5,1.1,4.7,2.8,12.5,54.2,57.3,13.8,99.59,4.1,199
289,Jalen Pickett,DEN,24,15,10,5,6.0,106.5,107.1,-0.6,16.1,1.67,23.8,1.3,11.2,6.5,14.3,58.0,59.9,15.8,98.16,7.1,184
289,Jarred Vanderbilt,LAL,24,22,10,12,19.0,112.2,109.2,3.0,6.5,1.57,19.3,6.6,17.2,12.0,12.3,48.6,50.4,9.1,103.30,6.0,893
289,Jeremiah Robinson-Earl,NOP,23,17,10,7,11.5,107.6,113.6,-6.0,6.7,1.00,12.5,5.9,16.3,11.4,12.5,60.8,63.4,13.5,101.94,9.6,410
289,John Konchar,MEM,27,33,10,23,16.8,103.2,112.0,-8.8,12.4,3.06,28.7,5.1,17.2,10.9,9.4,45.0,47.2,9.2,101.36,7.9,1165
289,Josh Minott,MIN,21,15,10,5,3.1,100.0,105.8,-5.8,10.3,3.00,11.5,2.0,4.1,3.0,3.8,44.4,55.8,19.2,109.58,8.0,108
289,Orlando Robinson,MIA,23,17,10,7,12.8,114.3,110.9,3.4,16.4,1.92,24.0,8.7,20.2,14.5,12.5,58.5,60.6,15.6,98.34,9.9,446
289,Talen Horton-Tucker,UTA,23,30,10,20,22.0,112.6,113.7,-1.1,28.8,2.47,25.1,1.8,9.0,5.4,10.2,47.3,50.8,23.3,100.51,9.4,1384
289,Torrey Craig,CHI,33,27,10,17,21.2,107.6,115.3,-7.7,6.8,1.75,14.6,7.6,14.5,10.8,8.3,52.9,55.3,12.0,98.34,6.4,1164
289,Zach LaVine,CHI,28,25,10,15,34.9,109.9,115.3,-5.4,17.2,1.88,17.3,0.9,13.4,7.2,9.2,53.1,57.8,23.8,97.91,11.0,1780
303,Amen Thompson,HOU,20,22,9,13,15.7,107.4,110.9,-3.5,16.3,1.60,20.8,5.1,18.3,11.2,13.0,46.8,50.5,17.8,104.80,8.8,746
303,Braxton Key,DEN,26,13,9,4,3.4,97.9,104.2,-6.3,25.8,8.00,32.0,4.7,19.5,11.9,4.0,39.3,46.3,16.8,103.15,11.3,95
303,Gradey Dick,TOR,20,22,9,13,12.5,103.5,113.6,-10.1,11.8,1.57,17.9,2.2,6.4,4.2,11.4,42.5,47.9,14.9,100.69,3.7,571
303,Julian Phillips,CHI,20,22,9,13,4.5,99.5,96.2,3.3,9.7,3.50,20.0,2.6,7.7,5.0,5.7,35.4,34.9,11.0,103.42,1.1,214
303,Kira Lewis Jr.,TOR,22,15,9,6,9.6,98.1,102.5,-4.5,20.5,2.25,22.0,2.5,5.7,4.2,9.8,32.7,38.7,18.4,104.49,5.2,310
303,Luka Samanic,UTA,24,19,9,10,6.4,108.6,96.3,12.3,4.9,0.44,5.5,5.5,21.4,14.0,12.3,42.7,47.8,22.4,106.61,8.3,269
303,Reggie Bullock Jr.,HOU,32,17,9,8,9.3,107.6,121.0,-13.4,7.5,2.25,18.8,1.2,14.3,7.4,8.3,54.3,55.0,10.4,99.85,5.7,328
310,Alex Len,SAC,30,17,8,9,8.8,123.5,101.9,21.6,15.3,1.73,30.2,14.7,22.1,18.4,17.5,62.1,59.9,12.0,101.50,10.3,315
310,Bol Bol,PHX,24,12,8,4,7.2,120.1,113.3,6.8,9.2,1.00,16.2,11.8,21.4,16.9,16.2,80.4,81.3,14.9,100.32,14.7,179
310,Bones Hyland,LAC,23,16,8,8,14.6,107.7,111.3,-3.6,18.3,1.40,17.4,0.9,5.3,3.2,12.4,48.6,50.8,23.9,100.67,5.9,494
310,Cam Whitmore,HOU,19,18,8,10,14.9,109.8,114.7,-4.9,3.6,0.46,3.7,3.3,17.2,9.8,8.0,58.1,59.5,23.4,103.11,11.7,573
310,Cedi Osman,SAS,28,42,8,34,18.0,106.7,121.7,-15.0,14.4,3.12,21.5,2.0,12.0,6.8,6.9,57.9,59.1,15.3,104.27,8.1,1649
310,Davis Bertans,OKC,31,12,8,4,6.9,123.7,110.6,13.1,11.3,8.00,21.1,2.3,9.5,5.8,2.6,56.3,67.0,14.4,105.63,9.1,186
310,Devin Vassell,SAS,23,37,8,29,30.8,107.5,113.1,-5.6,16.4,2.51,16.7,1.1,9.6,5.3,6.7,54.5,57.4,22.2,103.92,10.9,2466
310,Doug McDermott,SAS,32,37,8,29,15.3,109.4,123.8,-14.4,10.9,2.61,19.7,0.7,5.4,3.1,7.6,63.2,63.7,14.0,103.48,5.9,1232
310,Duop Reath,POR,27,29,8,21,18.3,115.1,114.3,0.8,9.5,1.39,11.2,7.4,16.0,11.3,8.1,56.1,58.5,20.0,97.87,9.6,1076
310,Gary Payton II,GSW,31,16,8,8,16.3,109.4,104.1,5.3,7.2,1.30,12.3,5.6,11.5,8.5,9.4,51.3,52.4,14.1,103.84,7.3,565
310,JT Thor,CHA,21,34,8,26,14.7,106.2,115.3,-9.1,3.9,1.75,9.4,6.6,11.8,9.0,5.4,41.9,42.1,11.1,100.44,4.0,1048
310,Jalen McDaniels,TOR,25,27,8,19,9.1,106.1,113.1,-7.1,8.6,1.75,11.8,2.6,10.2,6.3,6.7,38.2,41.9,17.6,100.35,3.8,512
310,Jeremy Sochan,SAS,20,42,8,34,29.4,107.3,116.0,-8.8,19.1,2.06,23.6,5.2,13.6,9.3,11.4,48.9,52.3,18.3,102.62,8.1,2637
310,Jordan Nwora,TOR,25,19,8,11,9.8,112.8,118.0,-5.2,13.0,1.50,15.4,4.0,14.5,8.9,10.3,53.0,55.2,21.0,106.27,8.4,415
310,Keldon Johnson,SAS,24,40,8,32,31.2,109.2,117.4,-8.3,16.4,2.09,17.1,3.8,14.2,8.9,8.2,52.1,56.2,22.2,104.41,10.0,2714
310,Malaki Branham,SAS,20,41,8,33,20.8,107.4,121.5,-14.1,15.4,1.90,19.6,1.3,7.9,4.5,10.3,49.1,50.7,18.5,103.91,5.9,1847
310,Markieff Morris,DAL,34,16,8,8,9.4,100.9,118.2,-17.3,10.9,1.22,15.9,2.4,15.1,8.6,13.0,41.5,43.1,15.8,101.79,5.4,324
310,P.J. Washington,CHA,25,34,8,26,28.4,110.1,120.5,-10.4,10.8,1.46,13.8,4.3,14.4,9.1,9.5,50.3,52.8,19.9,100.57,7.6,2020
310,Shaedon Sharpe,POR,20,32,8,24,33.1,105.8,116.0,-10.3,13.8,1.31,14.5,3.6,11.6,7.3,11.1,47.5,52.4,22.0,99.67,8.0,2190
310,Taylor Hendricks,UTA,20,13,8,5,14.0,113.9,112.3,1.6,4.1,0.67,7.9,5.9,9.0,7.5,11.8,50.0,52.0,15.5,101.03,6.0,382
310,Trent Forrest,ATL,25,16,8,8,10.8,106.1,118.1,-12.0,23.0,3.22,34.1,2.5,12.8,6.9,10.6,38.1,43.1,13.1,100.20,5.8,363
310,Udoka Azubuike,PHX,24,11,8,3,8.3,114.3,126.2,-11.9,4.4,0.75,10.0,10.1,16.7,13.5,13.3,78.9,71.9,12.4,100.15,7.0,189
310,Victor Wembanyama,SAS,20,36,8,28,28.5,105.9,112.9,-7.0,17.0,0.91,12.2,7.1,26.6,16.8,13.5,50.8,55.2,30.4,104.53,15.1,2233
333,AJ Griffin,ATL,20,16,7,9,8.0,111.1,119.8,-8.7,4.3,0.67,7.5,1.5,9.5,5.2,11.3,41.7,43.1,15.2,107.43,2.1,288
333,Bilal Coulibaly,WAS,19,40,7,33,26.2,109.1,118.5,-9.4,9.2,1.38,17.7,3.1,12.9,7.9,12.9,55.7,57.7,13.6,103.40,6.5,2256
333,Brandon Miller,CHA,21,34,7,27,30.5,110.4,119.5,-9.1,10.5,1.34,12.6,2.9,10.4,6.5,9.4,50.3,53.1,21.3,99.30,6.9,2146
333,Bruno Fernando,ATL,25,13,7,6,6.5,111.5,103.9,7.6,6.5,0.57,8.7,8.5,22.9,15.8,15.2,51.9,53.7,20.6,103.03,8.1,182
333,Chris Livingston,MIL,20,12,7,5,4.8,120.2,117.2,2.9,8.0,1.33,20.0,4.4,18.2,12.0,15.0,62.5,66.0,12.0,102.51,7.7,124
333,Corey Kispert,WAS,24,40,7,33,21.8,109.3,120.7,-11.4,10.4,1.53,13.1,1.5,7.9,4.7,8.6,60.7,63.0,19.4,103.59,8.1,1891
333,Cory Joseph,GSW,32,21,7,14,10.7,112.1,117.7,-5.6,19.9,3.27,36.7,1.6,6.7,4.0,11.2,33.3,35.2,11.0,101.94,2.7,480
333,DaQuan Jeffries,NYK,26,10,7,3,3.0,85.7,100.0,-14.3,11.8,2.00,12.5,0.0,13.9,6.6,6.3,45.8,42.7,19.7,101.31,5.6,63
333,Daniel Gafford,WAS,25,36,7,29,26.1,114.4,122.0,-7.6,7.6,1.50,15.8,9.7,17.5,13.7,10.6,68.5,70.8,13.3,104.68,10.2,2045
333,Deandre Ayton,POR,25,25,7,18,31.6,106.5,115.8,-9.4,7.7,0.76,10.2,10.3,24.1,16.9,13.3,54.0,55.9,18.3,99.75,11.5,1641
333,Deni Avdija,WAS,23,41,7,34,27.5,110.5,118.5,-8.0,19.0,2.25,24.3,3.7,17.6,10.7,10.8,55.2,59.0,18.2,105.39,10.3,2469
333,Draymond Green,GSW,33,16,7,9,25.0,111.2,117.2,-6.0,32.6,2.33,36.0,5.1,16.6,10.7,15.4,57.9,62.3,16.2,102.68,10.9,859
333,Dru Smith,MIA,26,9,7,2,14.5,97.4,112.5,-15.0,18.7,2.80,26.4,4.1,5.8,4.9,9.4,56.1,57.6,12.8,99.74,8.3,271
333,Gordon Hayward,CHA,33,25,7,18,31.9,112.2,120.7,-8.5,20.0,2.27,23.3,3.1,11.6,7.3,10.2,50.5,54.4,20.1,100.01,9.5,1666
333,Jordan Poole,WAS,24,40,7,33,29.2,109.9,123.8,-13.9,17.1,1.60,16.3,1.3,6.2,3.7,10.2,48.4,52.9,25.7,105.15,6.7,2561
333,Juan Toscano-Anderson,SAC,30,11,7,4,4.8,99.1,99.2,-0.1,10.8,2.00,22.2,6.8,16.7,11.8,11.1,29.2,29.2,10.6,104.36,1.3,110
333,Kyle Kuzma,WAS,28,41,7,34,31.2,110.9,123.5,-12.6,20.6,1.61,15.7,3.3,16.2,9.8,9.8,51.5,54.2,30.2,104.59,11.2,2788
333,Luke Kennard,MEM,27,19,7,12,23.8,107.7,112.6,-5.0,17.6,3.79,24.9,1.7,11.4,6.4,6.6,60.2,62.7,15.1,100.96,10.2,953
333,Marcus Smart,MEM,29,20,7,13,30.2,108.5,109.2,-0.8,21.1,1.39,21.0,0.9,7.3,4.1,15.1,51.9,55.2,22.5,102.65,8.3,1289
333,Mark Williams,CHA,22,19,7,12,26.8,115.2,116.4,-1.2,5.9,1.29,10.0,14.3,20.9,17.6,7.7,64.9,67.5,16.2,100.03,12.9,1056
333,Nikola Jovic,MIA,20,16,7,9,18.4,117.4,105.2,12.2,16.0,2.25,24.8,5.0,19.6,12.4,11.0,52.4,53.6,15.9,97.06,8.5,596
333,Robin Lopez,MIL,35,11,7,4,2.9,95.8,101.5,-5.7,13.6,3.00,25.0,3.4,5.9,4.8,8.3,57.1,63.5,11.5,102.71,6.4,71
333,Skylar Mays,LAL,26,24,7,17,15.9,103.9,115.3,-11.3,31.2,4.39,31.5,2.4,8.5,5.1,7.2,45.3,47.3,18.8,99.13,9.2,787
333,Terry Taylor,CHI,24,16,7,9,6.7,108.2,100.0,8.2,4.9,0.57,12.1,10.9,6.7,8.7,21.2,59.1,60.2,11.2,101.78,4.8,233
333,Tre Jones,SAS,24,38,7,31,25.1,112.0,115.1,-3.1,28.4,3.76,36.1,2.6,9.2,5.9,9.6,53.3,57.2,15.8,104.22,10.4,2073
333,Tyus Jones,WAS,27,41,7,34,28.2,111.5,123.7,-12.3,27.4,6.83,34.0,1.1,8.9,4.9,5.0,59.0,59.7,16.5,104.89,11.3,2528
333,Wendell Moore Jr.,MIN,22,10,7,3,3.0,84.9,116.4,-31.5,4.8,0.50,12.5,0.0,9.4,4.8,25.0,60.0,60.0,8.9,114.97,5.0,73
360,Admiral Schofield,ORL,26,11,6,5,4.0,99.0,92.9,6.1,15.4,1.00,18.2,2.2,9.6,6.2,18.2,46.2,43.2,17.5,107.00,0.3,96
360,Aleksej Pokusevski,OKC,22,7,6,1,6.1,97.7,128.9,-31.2,16.7,1.67,25.0,4.3,18.2,10.0,15.0,22.7,25.3,15.2,94.96,0.3,87
